A1BG	995363	1.0	37
A1BG	995411	1.0	54
A1BG	995440	0.97	61
A1BG	995449	0.98	63
A1BG	995551	0.88	26
A1BG	995575	0.8	20
A1BG	995584	0.88	8
A1BG	995773	1.0	5
A1BG	995776	1.0	5
A1BG	995858	1.0	25
A1BG	995860	0.92	25
A1BG	995940	0.45	29
A1BG	995997	0.57	23
A1BG	996006	0.9	20
A1BG	996022	1.0	10
A1BG	996029	0.88	8
A1BG	996030	1.0	6
A1BG	996051	0.4	5
A1BG	996052	0.71	7
A1BG	996054	0.6	5
A1BG	996055	0.8	5
A1BG	996058	0.67	6
A1BG	996059	0.67	6
A1BG	996074	0.33	6
A1BG	996092	0.4	5
A1BG	996097	0.6	5
A1BG	996098	0.67	6
A1BG	996104	0.6	5
A1BG	996105	0.86	7
A1BG	996109	0.6	5
A1BG	996110	0.75	8
A1BG	996127	0.75	8
A1BG	996128	0.77	13
A1BG	996140	0.56	9
A1BG	996141	0.69	16
A1BG	996144	0.75	8
A1BG	996145	0.57	14
A1BG	996149	1.0	9
A1BG	996150	0.94	17
A1BG	996156	1.0	9
A1BG	996157	1.0	21
A1BG	996174	0.33	12
A1BG	996175	0.48	21
A1BG	996182	0.62	13
A1BG	996183	0.59	27
A1BG	996187	0.58	12
A1BG	996188	0.63	35
A1BG	996196	1.0	12
A1BG	996197	0.89	36
A1BG	996204	0.67	15
A1BG	996205	0.76	41
A1BG	996236	0.58	19
A1BG	996237	0.48	54
A1BG	996239	0.53	19
A1BG	996240	0.46	57
A1BG	996241	0.82	17
A1BG	996242	0.42	60
A1BG	996253	0.73	22
A1BG	996254	0.7	70
A1BG	996261	0.67	24
A1BG	996262	0.83	70
A1BG	996267	0.43	23
A1BG	996268	0.54	71
A1BG	996274	0.39	23
A1BG	996275	0.39	71
A1BG	996280	0.45	20
A1BG	996281	0.61	71
A1BG	996292	0.65	23
A1BG	996293	0.76	70
A1BG	996323	0.42	26
A1BG	996324	0.4	82
A1BG	996334	0.54	26
A1BG	996335	0.57	80
A1BG	996337	0.57	28
A1BG	996338	0.57	79
A1BG	996349	0.62	29
A1BG	996350	0.79	75
A1BG	996364	0.6	30
A1BG	996365	0.69	65
A1BG	996377	0.81	37
A1BG	996378	0.8	54
A1BG	996379	0.71	35
A1BG	996380	0.79	52
A1BG	996381	0.71	35
A1BG	996382	0.71	51
A1BG	996387	0.62	37
A1BG	996388	0.54	46
A1BG	996418	0.54	37
A1BG	996419	0.44	52
A1BG	996434	0.59	46
A1BG	996435	0.6	43
A1BG	996441	0.39	44
A1BG	996442	0.29	42
A1BG	996448	0.51	45
A1BG	996449	0.42	38
A1BG	996460	0.4	43
A1BG	996461	0.47	32
A1BG	996464	0.3	43
A1BG	996465	0.33	33
A1BG	996474	0.16	43
A1BG	996475	0.13	31
A1BG	996488	0.14	42
A1BG	996489	0.3	30
A1BG	996491	0.23	44
A1BG	996492	0.24	29
A1BG	996495	0.19	47
A1BG	996496	0.07	29
A1BG	996501	0.24	50
A1BG	996502	0.13	31
A1BG	996505	0.23	52
A1BG	996506	0.25	32
A1BG	996517	0.17	54
A1BG	996518	0.22	36
A1BG	996525	0.22	49
A1BG	996526	0.14	37
A1BG	996532	0.18	50
A1BG	996533	0.19	37
A1BG	996572	0.32	47
A1BG	996573	0.33	21
A1BG	996575	0.33	40
A1BG	996576	0.09	23
A1BG	996577	0.18	45
A1BG	996578	0.0	24
A1BG	996585	0.12	49
A1BG	996586	0.09	22
A1BG	996589	0.23	43
A1BG	996590	0.05	21
A1BG	996591	0.24	46
A1BG	996592	0.09	22
A1BG	996593	0.09	44
A1BG	996594	0.14	22
A1BG	996597	0.28	43
A1BG	996598	0.33	18
A1BG	996601	0.12	43
A1BG	996602	0.05	20
A1BG	996608	0.15	39
A1BG	996609	0.16	19
A1BG	996649	0.17	35
A1BG	996650	0.22	18
A1BG	996667	0.06	31
A1BG	996668	0.0	12
A1BG	996669	0.1	30
A1BG	996670	0.17	12
A1BG	996673	0.36	28
A1BG	996674	0.0	11
A1BG	996677	0.04	27
A1BG	996678	0.0	11
A1BG	996685	0.08	24
A1BG	996686	0.0	10
A1BG	996694	0.12	25
A1BG	996695	0.15	13
A1BG	996700	0.04	25
A1BG	996701	0.17	12
A1BG	996713	0.0	12
A1BG	996716	0.04	25
A1BG	996717	0.0	12
A1BG	996723	0.05	21
A1BG	996724	0.17	12
A1BG	996731	0.0	21
A1BG	996732	0.0	14
A1BG	996740	0.08	13
A1BG	996741	0.0	15
A1BG	996743	0.21	14
A1BG	996744	0.0	14
A1BG	996747	0.19	16
A1BG	996748	0.0	15
A1BG	996757	0.0	18
A1BG	996758	0.27	11
A1BG	996775	0.06	18
A1BG	996776	0.0	13
A1BG	996778	0.0	21
A1BG	996779	0.0	10
A1BG	996784	0.0	21
A1BG	996785	0.46	13
A1BG	996797	0.05	20
A1BG	996798	0.0	16
A1BG	996799	0.15	20
A1BG	996800	0.29	17
A1BG	996807	0.0	20
A1BG	996808	0.0	14
A1BG	996827	0.0	22
A1BG	996828	0.0	14
A1BG	996831	0.0	21
A1BG	996832	0.0	14
A1BG	996846	0.0	12
A1BG	996853	0.14	21
A1BG	996854	0.0	16
A1BG	996859	0.18	22
A1BG	996860	0.0	16
A1BG	996862	0.0	21
A1BG	996863	0.0	16
A1BG	996868	0.13	23
A1BG	996869	0.0	17
A1BG	996880	0.18	22
A1BG	996881	0.0	17
A1BG	996900	0.08	12
A1BG	996901	0.0	18
A1BG	996908	0.12	16
A1BG	996909	0.0	16
A1BG	996911	0.06	16
A1BG	996912	0.0	15
A1BG	996913	0.0	12
A1BG	996914	0.19	16
A1BG	996921	0.0	17
A1BG	996922	0.0	16
A1BG	996925	0.12	17
A1BG	996926	0.0	16
A1BG	996939	0.0	21
A1BG	996940	0.0	12
A1BG	996943	0.0	21
A1BG	996944	0.0	11
A1BG	996952	0.0	22
A1BG	996953	0.09	11
A1BG	996971	0.1	20
A1BG	996972	0.0	5
A1BG	996992	0.04	25
A1BG	996993	0.0	7
A1BG	996995	0.04	25
A1BG	996996	0.0	7
A1BG	996999	0.04	26
A1BG	997000	0.0	7
A1BG	997005	0.0	26
A1BG	997006	0.0	6
A1BG	997009	0.04	23
A1BG	997010	0.0	6
A1BG	997021	0.08	26
A1BG	997022	0.0	5
A1BG	997027	0.07	27
A1BG	997030	0.04	27
A1BG	997036	0.07	27
A1BG	997049	0.07	27
A1BG	997051	0.0	26
A1BG	997060	0.14	28
A1BG	997068	0.07	27
A1BG	997076	0.12	24
A1BG	997083	0.05	21
A1BG	997089	0.04	25
A1BG	997097	0.04	23
A1BG	997105	0.04	24
A1BG	997111	0.05	22
A1BG	997120	0.05	20
A1BG	997133	0.0	16
A1BG	997135	0.0	14
A1BG	997144	0.0	13
A1BG	997151	0.0	12
A1BG	997163	0.08	12
A1BG	997177	0.0	16
A1BG	997178	0.2	5
A1BG	997185	0.05	20
A1BG	997186	0.0	5
A1BG	997189	0.11	18
A1BG	997190	0.0	7
A1BG	997195	0.12	17
A1BG	997196	0.0	5
A1BG	997216	0.0	19
A1BG	997217	0.0	7
A1BG	997220	0.19	21
A1BG	997221	0.0	7
A1BG	997227	0.07	28
A1BG	997228	0.0	7
A1BG	997244	0.03	34
A1BG	997245	0.0	8
A1BG	997247	0.03	32
A1BG	997248	0.0	9
A1BG	997251	0.0	38
A1BG	997252	0.0	9
A1BG	997257	0.0	40
A1BG	997258	0.29	7
A1BG	997261	0.03	40
A1BG	997262	0.14	7
A1BG	997273	0.09	47
A1BG	997274	0.11	9
A1BG	997279	0.21	52
A1BG	997280	0.29	7
A1BG	997282	0.08	50
A1BG	997283	0.0	8
A1BG	997288	0.04	55
A1BG	997289	0.0	8
A1BG	997307	0.16	63
A1BG	997308	0.0	8
A1BG	997321	0.02	61
A1BG	997322	0.0	6
A1BG	997334	0.05	61
A1BG	997335	0.0	5
A1BG	997339	0.07	54
A1BG	997340	0.2	5
A1BG	997346	0.09	54
A1BG	997347	0.2	5
A1BG	997348	0.11	55
A1BG	997353	0.27	55
A1BG	997363	0.12	57
A1BG	997369	0.25	55
A1BG	997378	0.3	56
A1BG	997386	0.36	47
A1BG	997388	0.56	50
A1BG	997396	0.21	48
A1BG	997404	0.69	49
A1BG	997412	0.43	51
A1BG	997416	0.64	47
A1BG	997424	0.78	51
A1BG	997449	0.31	42
A1BG	997454	0.39	38
A1BG	997457	0.5	40
A1BG	997462	0.57	35
A1BG	997466	0.65	40
A1BG	997491	0.86	28
A1BG	997533	0.8	20
A1BG	997544	0.69	16
A1BG	997599	1.0	8
A1BG	997661	0.71	7
A1BG	998899	0.84	49
A1BG	998924	0.85	47
A1BG	998952	0.83	35
A1BG	998971	0.94	35
A1BG	998982	0.94	34
A1BG	999023	0.94	18
A1BG	999304	1.0	5
A1BG	999368	0.94	17
A1BG	999369	1.0	5
A1BG	999446	0.96	76
